datetime,actual,mean,naive,drift,seasonal_naive,sarima,feature_model
2020-02-09,60.259839285714285,55.65054511874547,54.287059523809525,56.806102359693874,61.24415476190477,62.695458167816305,59.15774208083014
2020-02-16,60.845125,55.65054511874547,54.287059523809525,56.8420886859208,60.73777380952381,62.432948565403635,58.79583000386597
2020-02-23,59.787327380952384,55.65054511874547,54.287059523809525,56.87807501214772,60.69296428571428,62.28217824976104,58.47320597784998
2020-03-01,58.89913690476191,55.65054511874547,54.287059523809525,56.91406133837464,63.44200595238095,62.753621922944326,58.61040623865686
2020-03-08,58.688470238095235,55.65054511874547,54.287059523809525,56.950047664601556,59.17857142857143,61.02145806987502,58.35646678399835
2020-03-15,58.534238095238095,55.65054511874547,54.287059523809525,56.986033990828474,60.88598809523809,60.626038355252724,57.568369083232646
2020-03-22,55.372744047619044,55.65054511874547,54.287059523809525,57.02202031705539,60.75360714285714,59.766976352547225,55.44168583610931
2020-03-29,53.471982142857144,55.65054511874547,54.287059523809525,57.05800664328231,55.40161904761904,56.96887113636218,55.75942740829747
2020-04-05,52.84526785714286,55.65054511874547,54.287059523809525,57.09399296950923,54.534148809523806,56.62600047994245,54.71096203248836
2020-04-12,47.21088690476191,55.65054511874547,54.287059523809525,57.12997929573615,56.09988095238096,56.59483370581366,54.296791635938916
2020-04-19,47.41569642857143,55.65054511874547,54.287059523809525,57.16596562196307,54.43427380952381,56.226032350050204,53.39639892351141
2020-04-26,50.17241666666666,55.65054511874547,54.287059523809525,57.201951948189986,55.34271428571428,56.832344610019106,53.824973744351524
2020-05-03,48.161904761904765,55.65054511874547,54.287059523809525,57.237938274416905,52.81313690476191,55.31022921514364,52.58318405726283
2020-05-10,49.59077976190476,55.65054511874547,54.287059523809525,57.27392460064383,52.85682142857143,55.31559828708474,52.67466545003081
2020-05-17,50.92697619047619,55.65054511874547,54.287059523809525,57.30991092687075,55.369166666666665,56.07326855485964,51.40060736677209
2020-05-24,47.43964285714286,55.65054511874547,54.287059523809525,57.34589725309767,53.64008928571428,54.39621484509806,51.80163793028292
2020-05-31,49.52760714285714,55.65054511874547,54.287059523809525,57.38188357932459,53.98164880952381,55.650129313756004,51.568601780941634
2020-06-07,48.776244047619045,55.65054511874547,54.287059523809525,57.417869905551505,56.448547619047616,56.45903596796993,52.59130627381683
2020-06-14,48.219744047619045,55.65054511874547,54.287059523809525,57.453856231778424,55.91553571428572,56.37262516474082,54.8579016839738
2020-06-21,49.81394642857143,55.65054511874547,54.287059523809525,57.48984255800534,56.29283928571428,57.27355383916171,54.44004838960172
2020-06-28,50.48079166666666,55.65054511874547,54.287059523809525,57.52582888423226,55.683684523809525,57.26480135858432,54.40694412597163
2020-07-05,51.458875,55.65054511874547,54.287059523809525,57.56181521045918,55.95719642857143,57.33938789276824,54.99384597687181
2020-07-12,51.25257738095238,55.65054511874547,54.287059523809525,57.5978015366861,53.87878571428572,56.50855361753837,53.574259894733984
2020-07-19,50.896184523809524,55.65054511874547,54.287059523809525,57.633787862913024,53.46576785714286,56.32689371586973,52.80704768449915
2020-07-26,50.47573809523809,55.65054511874547,54.287059523809525,57.66977418913994,55.10847619047619,56.01581753518596,53.2698215597992
2020-08-02,50.049392857142855,55.65054511874547,54.287059523809525,57.70576051536686,54.96707738095238,55.773114046600824,53.08375051720041
2020-08-09,49.45092261904762,55.65054511874547,54.287059523809525,57.74174684159378,54.29031547619047,55.4318914122063,53.228745623322574
2020-08-16,52.07673809523809,55.65054511874547,54.287059523809525,57.7777331678207,53.30570238095238,54.94517752535002,52.827159504497
2020-08-23,51.872059523809526,55.65054511874547,54.287059523809525,57.81371949404762,54.650571428571425,56.33161792628989,53.36351635819696
2020-08-30,51.653375,55.65054511874547,54.287059523809525,57.84970582027454,54.58705357142857,56.34378424570131,53.80296150848644
2020-09-06,51.61774404761905,55.65054511874547,54.287059523809525,57.885692146501455,54.906511904761906,56.47149454914843,54.509808038481516
2020-09-13,51.50763095238096,55.65054511874547,54.287059523809525,57.921678472728374,55.12004761904762,57.03183297237815,53.7838561275049
2020-09-20,52.18132738095238,55.65054511874547,54.287059523809525,57.95766479895529,56.60389285714285,56.77392034780827,54.40016278028612
2020-09-27,53.41193452380953,55.65054511874547,54.287059523809525,57.99365112518221,56.12404166666666,57.30441339494186,54.251488844277375
2020-10-04,57.41031944444445,55.65054511874547,54.287059523809525,58.02963745140914,54.287059523809525,56.793296788058875,54.10179859525902
